許可・届出受理番号,事業主名称,事業所名称,事業所所在地,電話番号,派遣労働者数,派遣先件数,得意とする職種
派14-150048,日総工産株式会社,日総工産株式会社　札幌営業所,北海道札幌市中央区北２条西２丁目３２番　第３７桂和ビル４階１号,011-218-0139,,,
派14-150048,日総工産株式会社,日総工産株式会社　苫小牧オフィス,北海道苫小牧市王子町３丁目２-２３　ステーションプラザ苫小牧５Ｆ,0144-77-9906,,,
派14-300001,共立管財株式会社,共立管財株式会社　北海道支社,北海道函館市美原一丁目１８番１０号　函館東京海上ビル３階,0138-45-4525,13人,5件,
派14-300874,ＵＴ東芝株式会社　,ＵＴ東芝株式会社　北海道支店,北海道旭川市南５条通２３丁目１９７５　東芝ホクト電子株式会社　８号建屋１階　Ｂ室,0166-76-1627,,,
派14-300978,株式会社スマイルクルー,株式会社スマイルクルー　札幌支店,北海道札幌市中央区北１条東１丁目４番１　サン経成ビル５０３号,011-252-9521,0人,,
派14-301053,ミライク株式会社,ミライク株式会社　札幌営業所,北海道札幌市中央区大通西１１丁目４番地２１　５２山京ビル２階２０２号室,011-204-7055,,,
派14-301075,株式会社Ｐｒｏ　Ｖｉｓｉｏｎ,株式会社Ｐｒｏ　Ｖｉｓｉｏｎ　札幌開発センター,北海道札幌市中央区北二条西二丁目1番地１　ハクオウビル５階,011-209-0070,,,
派14-301172,株式会社ツクイスタッフ,株式会社ツクイスタッフ　札幌支店,北海道札幌市北区北七条西一丁目２番６　ＮＣＯ札幌１６階,011-708-3001,,,
派14-301583,東芝インフラシステムズ株式会社,東芝インフラシステムズ株式会社　電機サービスセンター　北海道支店,北海道札幌市西区琴似４条２丁目１番２号　コルテナ２　１Ｆ,011-624-1300,,,
派14-301599,株式会社ＮＴＴデータＭＳＥ,株式会社ＮＴＴデータＭＳＥ　札幌事業部,北海道札幌市厚別区下野幌テクノパーク二丁目２番３号,011-898-6571,,,
派14-301616,株式会社ジユー・ロータス,株式会社ジユー・ロータス　札幌開発室,北海道札幌市北区北７条西６丁目２-３４　ＳＫビル,011-707-5107,,,
派14-301635,株式会社アイネス,株式会社アイネス　北海道支社,北海道札幌市中央区大通西９丁目３　キタコーセンタービルディング４階,011-222-1302,,,
派14-301817,株式会社ミクロスソフトウエア ,株式会社ミクロスソフトウエア　北海道支社,北海道札幌市厚別区厚別中央２条５丁目４-１８　太陽生命新札幌ビル６Ｆ,011-801-1388,,,
派14-302042,エヌ・ティ・ティ・データ・フォース株式会社,エヌ・ティ・ティ・データ・フォース株式会社　北海道事業所,北海道札幌市白石区東札幌３条１丁目２-３３　東札幌道銀ビル６階,011-831-7234,,,
派14-302363,アーバン・コーポレーション株式会社,アーバン・コーポレーション株式会社　札幌支社,北海道札幌市中央区南１条西１１丁目１番地　コンチネンタルビル６階,011-213-1001,,,
派14-303071,株式会社グルージョブ,株式会社グルージョブ　札幌支店,北海道札幌市中央区北１条西２丁目１１番２　ＹＡＭＡＴＯ北１ビル３階３０１号室,011-252-9612,,,
派15-300147,ローソンスタッフ　株式会社,ローソンスタッフ　株式会社　北海道オフィス,北海道札幌市中央区南九条西3-10-13　ローソン札幌中島パーク店2階,080-4837-1459,,,
派17-300245,株式会社シンクラン,株式会社シンクラン　北海道支店,北海道札幌市清田区清田一条一丁目2番1号　2Ｆ,011-885-8511,,,
派18-020001,サンスイ機工　株式会社,サンスイ機工株式会社　札幌営業所,北海道札幌市中央区北4条西7丁目1-5　札幌ホワイトビル5F 6号室,011-233-1650,,,
派20-300230,アイビーシステム株式会社,アイビーシステム株式会社　札幌センター,北海道札幌市中央区南１条東２丁目８番２　ＳＲビル７Ｆ,011-210-1100,,,
派22-300183,アルムメディカルサポート株式会社,アルムメディカルサポート株式会社　札幌支店,北海道札幌市中央区北4条西4-1 ニュー札幌ビル7F5号室,011-522-8720,,,
派23-300080,株式会社グリーンテック,株式会社グリーンテック　苫小牧営業所,北海道苫小牧市新開町1丁目17-12,0144-84-7574,,,
派23-300235,株式会社ケミック, 株式会社ケミック  釧路営業所  ,北海道釧路市喜多町3番15号,0154-31-5560,,,
派23-300414,株式会社アルファスタッフ,株式会社アルファスタッフ　北海道オフィス,北海道札幌市中央区南2条東1丁目1番2号　フラーテ札幌1006号室,011-223-5211,,,
派23-300452,ポールトゥウィン株式会社,ポールトゥウィン株式会社　札幌第一センター,北海道札幌市中央区南七条西1-21-1　第3弘安ビル2階  ,011-531-8060,,,
派23-301471,株式会社ＰＥＯ,株式会社ＰＥＯ　北海道支店,北海道苫小牧市王子町3丁目2-23　ステーションプラザ苫小牧1階,0144-82-8515,,,
派23-301486,株式会社コプロ・エンジニアード,株式会社コプロ・エンジニアード　札幌支店 ,北海道札幌市北区北6条西4丁目2番地7　J1札幌北口ビル6F,011-716-9900,,,
派23-301858,株式会社パートナーズ,株式会社パートナーズ札幌支社,北海道札幌市北区北7条西4丁目12番地　日本生命札幌北口ビル10階,011-788-8919,,,
派23-302203,ＮＴＣコンサルタンツ株式会社,ＮＴＣコンサルタンツ株式会社　北海道支社,北海道札幌市中央区南一条西8丁目1番1号　クリスタルタワー5階,011-233-5000,,,
派23-302255,株式会社三祐コンサルタンツ,株式会社三祐コンサルタンツ　札幌支店,北海道札幌市中央区北二条西三丁目1番地　太陽生命札幌ビル9階,011-222-3121,,,
派23-302417,Ｙ.Ｗ.Ｃ.株式会社,Ｙ.Ｗ.Ｃ.株式会社　北海道支社 ,北海道札幌市中央区大通東2-3-1　第36桂和ビル9F,011-522-7556,,,
派23-302589,日本空調サービス株式会社,日本空調サービス株式会社　北海道支店,北海道札幌市東区北十九条東21-4-8,011-784-1771,,,
派23-302597,株式会社ＴＭ実業,株式会社ＴＭ実業　北海道支店,北海道江別市錦町13-16　TMビル,011-384-6099,,,
派23-302665,中部カーサービス株式会社,中部カーサービス株式会社　北海道支店,北海道千歳市柏台南1-3-1　千歳アルカディア・プラザ4階　410号室,0123-42-7890,,,
派26-300493,サンスイコンサルタント株式会社,サンスイコンサルタント株式会社　北海道支社,北海道札幌市東区北４１条東３丁目３番１０号,011-712-3935,,,
派26-300617,京セラコミュニケーションシステム株式会社,京セラコミュニケーションシステム株式会社　札幌事業所,北海道札幌市中央区北１条東１丁目６番地　札幌イーストスクエア５階,011-233-3090,,,
派27-010226,パーソルエクセルＨＲパートナーズ株式会社,パーソルエクセルＨＲパートナーズ株式会社　北海道事業所,北海道札幌市中央区北３条西1-1-1　札幌ブリックキューブ8階,011-222-5077,,,
派27-010280,株式会社コングレ,株式会社コングレ　北海道支社,北海道札幌市中央区北5条西5-2-12　住友生命札幌ビル7階  ,011-233-0005,,,
派27-010295,株式会社iＤＡ,株式会社iＤＡ 札幌支店,北海道札幌市中央区南1条西3-8-11　札石ﾋﾞﾙﾃﾞｨﾝｸﾞ4F,011-223-8739,,,
派27-020058,株式会社阪急トラベルサポート,株式会社阪急トラベルサポート　札幌支店,北海道札幌市中央区北四条西5丁目1番4 大樹生命札幌共同ビル10階,011-330-2474,,,
派27-020433,株式会社新日本,株式会社新日本　旭川営業所,北海道旭川市宮下通7丁目3897番地1　旭川駅前ビル3階,0166-22-7012,,,
派27-029007,株式会社ニッソーネット,株式会社ニッソーネット　札幌支社,北海道札幌市中央区北三条西1-1-1　札幌ブリックキューブ6階,011-806-0180,,,
派27-030045,ヒューマンステージ株式会社,ヒューマンステージ株式会社　札幌支店,北海道札幌市中央区北三条西三丁目1番地25 メットライフ札幌北三条ビル6階,011-233-2015,,,
派27-030090,株式会社ディンプル,株式会社ディンプル　札幌営業所,北海道札幌市中央区北5条西5丁目2番地12　住友生命札幌ビル6階,011-231-0332,,,
派27-030205,株式会社日本パーソナルビジネス,株式会社日本パーソナルビジネス　北海道支店,北海道札幌市中央区北4条西4丁目1-3 伊藤ビル6F,011-200-0638,,,
派27-300523,パーソルファクトリーパートナーズ株式会社,パーソルファクトリーパートナーズ株式会社　帯広営業所,北海道帯広市西17条北2丁目39番3号　下村貸店舗Ｆ号室,0155-58-1066,,,製造業
派27-300607,株式会社トライトエンジニアリング,株式会社トライトエンジニアリング　札幌支社,北海道札幌市北区北7条西4丁目12番地　日本生命札幌北口ビル9階,011-738-6595,,,
派27-300717,株式会社ジャパンクリエイト,株式会社ジャパンクリエイト　千歳営業所,北海道千歳市千代田町5丁目5番地1　戸田ビル2階,0123-40-8100,,,
派27-301159,株式会社アクセル,株式会社アクセル　札幌支店,北海道札幌市中央区大通西1丁目14番地2　桂和大通ビル50　2F3号,011-206-9127,,,
派27-301665,ライクスタッフィング株式会社,ライクスタッフィング株式会社 北海道支社,北海道札幌市中央区北5条西2-5　JRタワーオフィスプラザさっぽろ15F,011-241-8002,,,
派27-301764,株式会社ユニテックス,株式会社ユニテックス　北海道支社,北海道札幌市東区北6条東3丁目3-1　LC北六条館8F,011-750-1888,,,
派27-301800,鴻池運輸株式会社,鴻池運輸株式会社　札幌定温流通センター営業所,北海道石狩市新港西1-706-1　1F,0133-73-8661,,,
派27-301805,キャル株式会社,キャル株式会社　札幌オフィス,北海道札幌市中央区南2条西2-10-1　札幌22スクエア12F,011-241-9551,,,
派27-302147,株式会社トライトキャリア,株式会社トライトキャリア　札幌支社,北海道札幌市北区北7条西4丁目12番地　日本生命札幌北口ビル6階・9階 ･10階,011-738-6590,,,
